Type,Title,Abstract,Authors,Keywords,DOI,Publication Date,Pages
article,A systematic literature review on IoT gateways,"Gateways in the Internet of Things (IoT) play a decisive role in routing the preprocessed filtered data to cloud platforms. While investigating gateways, the need for a comprehensive systematic literature review that can elaborate the working and functionalities of IoT gateways was felt. This paper presents a systematic literature review of IoT gateways in general and smart gateways in particular. It considered papers published over the last 10 years, i.e., from 2011 till July 2021. A methodical literature analysis technique is used in this review; out of 2347 papers, 67 articles are selected for complete analysis based on well-defined criteria. The survey starts with the broad categorization of gateways in IoT as basic and smart gateways. Further, smart gateways are sub-divided into three categories as passive gateways, semi-automated and fully-automated gateways. The survey is performed based on well-defined criteria, which include: the type of gateways, their requirements, tools/platforms, the approach adopted, evaluation and their application domain. This paper demonstrates further bifurcation of functional requirements of IoT gateways. Research gaps and open issues have been identified in the area. Future prospects have accordingly being suggested to help academicians embark on advanced research. (c) 2021 The Authors. Published by Elsevier B.V. on behalf of King Saud University.","Beniwal, Gunjan and Singhrova, Anita",IoT; Gateway; Cloud computing; Fog computing and Smart gateway,10.1016/j.jksuci.2021.11.007,2022,23
article,"Eight years of AutoML: categorisation, review and trends","Knowledge extraction through machine learning techniques has been successfully applied in a large number of application domains. However, apart from the required technical knowledge and background in the application domain, it usually involves a number of time-consuming and repetitive steps. Automated machine learning (AutoML) emerged in 2014 as an attempt to mitigate these issues, making machine learning methods more practicable to both data scientists and domain experts. AutoML is a broad area encompassing a wide range of approaches aimed at addressing a diversity of tasks over the different phases of the knowledge discovery process being automated with specific techniques. To provide a big picture of the whole area, we have conducted a systematic literature review based on a proposed taxonomy that permits categorising 447 primary studies selected from a search of 31,048 papers. This review performs an extensive and rigorous analysis of the AutoML field, scrutinising how the primary studies have addressed the dimensions of the taxonomy, and identifying any gaps that remain unexplored as well as potential future trends. The analysis of these studies has yielded some intriguing findings. For instance, we have observed a significant growth in the number of publications since 2018. Additionally, it is noteworthy that the algorithm selection problem has gradually been superseded by the challenge of workflow composition, which automates more than one phase of the knowledge discovery process simultaneously. Of all the tasks in AutoML, the growth of neural architecture search is particularly noticeable.","Barbudo, Rafael and Ventura, Sebastian and Romero, Jose Raul",AutoML; Algorithm selection; Hyper-parameter optimisation; Neural architecture search; Workflow composition; Systematic literature review,10.1007/s10115-023-01935-1,2023,53
article,Sensors applied to automated guided vehicle position control: a systematic literature review,"The position or movement control of an automated guided vehicle (AGV) is crucial for its operation. However, choosing the AGV position sensor is not a trivial task. This paper investigates the sensors and sensing techniques in machine vision applied in AGV position control in the past 5 years of published academic research. Using a systematic literature review method, we seek to answer the main research question: which sensors and sensing techniques are used in indoor AGV positioning control problems according to the past 5 years of published research and their technological impact. In doing so, we address three sub-question: (i) is the sensor/sensing technique related to the AGV application area; (ii) is the sensor/sensing technique applied to the problem related to the control strategy and/or the AGV guide; (iii) is the sensor/sensing technique related to the required AGV accuracy/sensitivity level. The paper contributions are the application of a systematic method of literature review in AGV position sensors, the research area overview from the selected 31 articles of the past 5 years, and a research agenda proposal.","dos Reis, Wallace Pereira Neves and Morandin Junior, Orides",Automated guided vehicle; Control systems; Machine vision; Sensor; Systematic literature review,10.1007/s00170-020-06577-z,2021,14
article,Systematic Literature Review on Augmented Reality-Based Maintenance Applications in Manufacturing Centered on Operator Needs,"Smart manufacturing supported by emerging Industry 4.0 technologies is a key driver to realize mass product customizations. Augmented reality (AR) has been commonly applied to facilitate manual operations with ambient intelligence by overlaying virtual information on physical scenes. In most modern factories, maintenance remains an indispensable process that is difficult or yet to be fully automated. Several studies have previously reviewed AR-based maintenance across all industrial sectors, whereas those specific to manufacturing did not necessarily involve maintenance. Hence, this paper presents a systematic literature review on AR-assisted maintenance in manufacturing with a focus on the operator's needs. A generic process has been proposed to classify the maintenance operations examined in the past studies into four sequential steps and to analyze the classification results based on the geographical location, maintenance type, AR technical elements, and integrated external sensors. The findings thus derived are expected to provide design guidelines for implementing AR applications with practical values to aid manual maintenance in future smart manufacturing environments.","Runji, Joel Murithi and Lee, Yun-Ju and Chu, Chih-Hsing",Industry 4; 0; Augmented reality; Maintenance; Smart manufacturing; Artificial intelligence,10.1007/s40684-022-00444-w,2023,19
article,Artificial Intelligence Techniques to Predict the Airway Disorders Illness: A Systematic Review,"Airway disease is a major healthcare issue that causes at least 3 million fatalities every year. It is also considered one of the foremost causes of death all around the globe by 2030. Numerous studies have been undertaken to demonstrate the latest advances in artificial intelligence algorithms to assist in identifying and classifying these diseases. This comprehensive review aims to summarise the state-of-the-art machine and deep learning-based systems for detecting airway disorders, envisage the trends of the recent work in this domain, and analyze the difficulties and potential future paths. This systematic literature review includes the study of one hundred fifty-five articles on airway diseases such as cystic fibrosis, emphysema, lung cancer, Mesothelioma, covid-19, pneumoconiosis, asthma, pulmonary edema, tuberculosis, pulmonary embolism as well as highlights the automated learning techniques to predict them. The study concludes with a discussion and challenges about expanding the efficiency and machine and deep learning-assisted airway disease detection applications.","Koul, Apeksha and Bawa, Rajesh K. and Kumar, Yogesh",No data,10.1007/s11831-022-09818-4,2023,34
article,Detecting functional and security-related issues in smart contracts: A systematic literature review,"Blockchain is a platform of distributed elaboration, which allows users to provide software for a huge range of next-generation decentralized applications without involving reliable third parties. Smart contracts (SCs) are an important component in blockchain applications: they are programmatic agreements among two or more parties that cannot be rescinded. Furthermore, SCs have an important characteristic: they allow users to implement reliable transactions without involving third parties. However, the advantages of SCs have a price. Like any program, SCs can contain bugs, some of which may also constitute security threats. Writing correct and secure SCs can be extremely difficult because, once deployed, they cannot be modified. Although SCs have been recently introduced, a large number of approaches have been proposed to find bugs and vulnerabilities in SCs. In this article, we present a systematic literature review on the approaches for the automated detection of bugs and vulnerabilities in SCs. We survey 68 papers published between 2015 and 2020, and we annotate each paper according to our classification framework to provide quantitative results and find possible areas not explored yet. Finally, we identify the open problems in this research field to provide possible directions to future researchers.","Piantadosi, Valentina and Rosa, Giovanni and Placella, Davide and Scalabrino, Simone and Oliveto, Rocco",blockchain; smart contracts,10.1002/spe.3156,2023,31
article,Impact of artificial intelligence on assessment methods in primary and secondary education: Systematic literature review,"The educational sector can be enriched by the incorporation of artificial intelligence (AI) in various aspects. The field of artificial intelligence and its applications in the education sector give rise to a multidisciplinary field that brings together computer science, statistics, psychology and, of course, education. Within this context, this review aimed to synthesise existing research focused on provide improvements on primary/ secondary student assessment using some AI tool. Thus, nine original research studies (641 participants), published between 2010 and 2023, met the inclusion criteria defined in this systematic literature review. The main contributions of the application of AI in the assessment of students at these lower educational levels focus on predicting their performance, automating and making evaluations more objective by means of neural networks or natural language processing, the use of educational robots to analyse their learning process, and the detection of specific factors that make classes more attractive. This review shows the possibilities and already existing uses that AI can bring to education, specifically in the evaluation of student performance at the primary and secondary levels. (c) 2023 Universidad de Pais Vasco. Published by Elsevier Espana, S.L.U. All rights reserved.","Martinez-Comesana, Miguel and Rigueira-Diaz, Xurxo and Larranaga-Janeiro, Ana and Martinez-Torres, Javier and Ocarranza-Prado, Iago and Kreibel, Denis",Education; Artificial intelligence; Educational robots; Neural networks; Ubiquitous learning; Predictive analytics,10.1016/j.psicod.2023.06.001,2023,11
article,Hybridized classification algorithms for data classification applications: A review,"Machine-based classification usually involves some computer programs, known as algorithms, developed using several mathematical formulations to accelerate the automated classification process. Along with the exponential increase in the size and computational complexity of the data today, such optimized, robust, agile and reliable computational algorithms are required which can efficiently carry out these conforming classification tasks. In this review paper, deterministic optimization techniques have been analysed that are efficiently employed for machine learning applications. In this review, systematic literature review approach has been adopted in which 200 research articles were downloaded from which 100 latest articles has been selected based on the most commonly employed neural networks' techniques. Moreover, the reported neural networks techniques based on Back Propagation Neural Network (BPNN), Recurrent Neural Networks (RNNs) Algorithm and Levenberg-Marquardt (LM) with several hybridized classification algorithms based on optimization techniques have been indicated that are commonly used to optimize and benefit the classification process. (C) 2021 THE AUTHORS. Published by Elsevier BV on behalf of Faculty of Computers and Artificial Intelligence, Cairo University.","Sherwani, F. and Ibrahim, B. S. K. K. and Asad, Muhammad Mujtaba",Recurrent Neural Networks (RNNs) algorithm; Back Propagation Neural Network (BPNN); Deterministic algorithms; Machine learning; Levenberg-Marquardt (LM),10.1016/j.eij.2020.07.004,2021,8
article,Automated guided vehicles position control: a systematic literature review,"Automated Guided Vehicles (AGVs) are essential elements of manufacturing intralogistics and material handling. Improving the position accuracy along the AGV trajectory allows the vehicle to work on narrower aisles with lower error tolerance. Despite the increasing number of papers in AGVs and mobile robots' position control research area, there is a lack of curatorial work presenting and analyzing the control strategies applied in the problem domain. Therefore, the main objective is to analyze the published researches of the past seven years on the position control of AGVs to recognize research patterns, gaps, and tendencies, outlining the research field. The paper proposes a systematic literature review to investigate the research field from the controller design perspective. Its protocol and procedures are presented in detail. Four main research topics were addressed: the control strategies used in the AGV position control problem, how the literature presents the AGV operating requirement of position accuracy, how the literature validate the proposed controller and present their results regarding the system's position accuracy, and the technological tendencies the proposed solutions reveals. Besides, within the main topics, other points were investigated, such as the AGV application area, the considered mathematical model, the sensors and guidance system used, and the maximum payload of the vehicle and operation under different load conditions. The data synthesis shows the predominant control strategies applied to the problem and the interaction among distinct control theory areas, indicating a notable interaction of Intelligent Control techniques to the other strategies. The paper's contributions are using a systematic literature review method over the AGV position control publications, presenting an overview of the research area, analyzing the research question topics from selected articles, and proposing a research agenda.","dos Reis, Wallace Pereira Neves and Couto, Giselle Elias and Morandin Junior, Orides",Automated guided vehicle; Mobile robot; Position control; Path tracking; Control systems; Intelligent control; Systematic literature review,10.1007/s10845-021-01893-x,2023,63
article,Integrating artificial intelligence and analytics in smart grids: a systematic literature review,"Purpose The purpose of this study is to explore the latest approaches in integrating artificial intelligence and analytics (AIA) in energy smart grid projects. Empirical results are synthesized to highlight their relevance from a technology and project management standpoint, identifying several lessons learned that can be used for planning highly integrated and automated smart grid projects. Design/methodology/approach A systematic literature review leads to selecting 108 research articles dealing with smart grids and AIA applications. Keywords are based on the following research questions: What is the growth trend in Smart Grid projects using intelligent systems and data analytics? What business value is offered when AI-based methods are applied? How do applications of intelligent systems combine with data analytics? What lessons can be learned for Smart Grid and AIA projects? Findings The 108 selected articles are classified according to the following four research issues in smart grids project management: AIA integrated applications; AI-focused technologies; analytics-focused technologies; architecture and design methods. A broad set of smart grid functionality is reviewed, seeking to find commonality among several applications, including as follows: dynamic energy management; automation of extract, transform and load for Supervisory Control And Data Acquisition (SCADA) systems data; multi-level representations of data; the relationship between the standard three-phase transforms and modern data analytics; real-time or short-time voltage stability assessment; smart city architecture; home energy management system; building energy consumption; automated fault and disturbance analysis; and power quality control. Originality/value Given the diversity of issues reviewed, a more capability-focused research agenda is needed to further synthesize empirical findings for AI-based smart grids. Research may converge toward more focus on business rules systems, that may best support smart grid design, proof development, governance and effectiveness. These AIA technologies must be further integrated with smart grid project management methodologies and enable a greater diversity of renewable and non-renewable production sources.","Khosrojerdi, Farhad and Akhigbe, Okhaide and Gagnon, Stephane and Ramirez, Alex and Richards, Gregory",Project management; Surveys; Energy sector; Artificial intelligence; Data analytics; Smart grid,10.1108/IJESM-06-2020-0011,2022,21
article,Business Process Management for optimizing clinical processes: A systematic literature review,"Business Process Management is a new strategy for process management that is having a major impact today. Mainly, its use is focused on the industrial, services, and business sector. However, in recent years, it has begun to apply for optimizing clinical processes. So far, no studies that evaluate its true impact on the healthcare sector have been found. This systematic review aims to assess the results of the application of Business Process Management methodology on clinical processes, analyzing whether it can become a useful tool to improve the effectiveness and quality of processes. We conducted a systematic literature review using ScienceDirect, Web of Science, Scopus, PubMed, and Springer databases. After the electronic search process in different databases, 18 articles met the pre-established requirements. The findings support the use of Business Process Management as an effective methodology to optimize clinical processes. Business Process Management has proven to be a feasible and useful methodology to design and optimize clinical processes, as well as to automate tasks. However, a more comprehensive follow-up of this methodology, better technological support, and greater involvement of all the clinical staff are factors that play a key role for the development of its true potential.","De Ramon Fernandez, Alberto and Ruiz Fernandez, Daniel and Sabuco Garcia, Yolanda",Business Process Management; healthcare; process optimization; quality improvement,10.1177/1460458219877092,2020,16
article,Requirements and GitHub Issues: An Automated Approach for Quality Requirements Classification,"In the development of quality software, critical decisions related to planning, estimating, and managing resources are bound to the correct and timely identification of the system needs. In particular, the process of classifying this customer input into software requirements categories tends to become tedious and error-prone when it comes to large-scale systems. On the ground described by a complementary systematic literature review, this research introduces a proposal on the application of Machine Learning techniques for automated software requirements classification. In this regard, the training and later hyperparameter optimization through Differential Evolution of five classification models are carried out based on quality attributes examples found in the available literature. As a case study, these models are tested with issue reports collected from five open-source projects at GitHub to identify quality-attributes-related knowledge on such user feedback. The finding of the most characteristic terms by quality attribute through the TF-IDF algorithm stands out from the training. The results show a moderately high ability to classify other generic software requirements correctly, achieving a Geometric Mean of up to 82.51\%. However, the same classifiers applied to issue reports showed significant difficulties identifying information related to quality attributes, since an F-Score no greater than 50\% was reached.","Manuel Perez-Verdejo, J. and Sanchez-Garcia, A. J. and Ocharan-Hernandez, J. O. and Mezura-Montes, E. and Cortes-Verdin, K.",No data,10.1134/S0361768821080193,2021,18
article,Computer vision-based weight estimation of livestock: a systematic literature review,"Body weight measurement of animals is often labor-intensive for farmers and stressful for animals. To this end, several methods have been researched and implemented to automate this process. In this study, we performed a Systematic Literature Review to identify and synthesise the published studies on the body weight estimation approaches for livestock (i.e. cattle and pigs). Information about features of models, underlying methods, performance evaluation parameters, challenges, and solutions using computer vision-based weight estimation, and characteristics of the future vision-based weight estimation models were presented based on the identified scientific papers. We found 151 papers, of which 26 papers were selected as primary studies that we analyzed in detail. We identified that: (1) seven features, namely top view body area, withers height, hip height, body length, hip-width, body volume, and chest girth are widely used in approaches; (2) 3D Time of Flight camera is the most preferred one; (3) the linear regression is the most used algorithm; (4) the application of Deep Learning algorithms is still very limited; and (5) coefficient of determination is the most used evaluation parameter for weight estimation. In addition to these observations, 13 challenges, 22 solutions, and guidelines for future research direction were presented.","Dohmen, Roel and Catal, Cagatay and Liu, Qingzhi",Animal body weight estimation; systematic literature review (SLR); machine learning; livestock; computer vision,10.1080/00288233.2021.1876107,2022,21
article,"Use of Deep Neural Networks in the Detection and Automated Classification of Lesions Using Clinical Images in Ophthalmology, Dermatology, and Oral Medicine-A Systematic Review","Artificial neural networks (ANN) are artificial intelligence (AI) techniques used in the automated recognition and classification of pathological changes from clinical images in areas such as ophthalmology, dermatology, and oral medicine. The combination of enterprise imaging and AI is gaining notoriety for its potential benefits in healthcare areas such as cardiology, dermatology, ophthalmology, pathology, physiatry, radiation oncology, radiology, and endoscopic. The present study aimed to analyze, through a systematic literature review, the application of performance of ANN and deep learning in the recognition and automated classification of lesions from clinical images, when comparing to the human performance. The PRISMA 2020 approach (Preferred Reporting Items for Systematic Reviews and Meta-analyses) was used by searching four databases of studies that reference the use of IA to define the diagnosis of lesions in ophthalmology, dermatology, and oral medicine areas. A quantitative and qualitative analyses of the articles that met the inclusion criteria were performed. The search yielded the inclusion of 60 studies. It was found that the interest in the topic has increased, especially in the last 3 years. We observed that the performance of IA models is promising, with high accuracy, sensitivity, and specificity, most of them had outcomes equivalent to human comparators. The reproducibility of the performance of models in real-life practice has been reported as a critical point. Study designs and results have been progressively improved. IA resources have the potential to contribute to several areas of health. In the coming years, it is likely to be incorporated into everyday life, contributing to the precision and reducing the time required by the diagnostic process.","Gomes, Rita Fabiane Teixeira and Schuch, Lauren Frenzel and Martins, Manoela Domingues and Honorio, Emerson Ferreira and de Figueiredo, Rodrigo Marques and Schmith, Jean and Machado, Giovanna Nunes and Carrard, Vinicius Coelho",Diagnosis; Computer-assisted; Artificial intelligence; Convolutional neural network; Photography; Automated classification,10.1007/s10278-023-00775-3,2023,11
article,Essential Elements for Radio Frequency Identification (RFID) adoption for Industry 4.0 Smart Manufacturing in Context of Technology-Organization-Environment (TOE) Framework - A Review,"Automatic identification and data collection provides an ideal basis for Industry 4.0 Smart Manufacturing. The manufacturing sectors, involving a wide spectrum of physical and digital world, are functioning in extremely challenging environment. To optimize production efficiency, the incorporation of automated data collection technologies such as Bar Code and Radio Frequency Identification (RFID) is essential. Both these technologies have a great overlap in terms of industrial applications and no study reviews the existing literature in this regard. Therefore to cope up this matter, a systematic literature review has been conducted in which the technologies have been studied and compared, followed by the detailed discussion under various contexts of Technology-Organization-Environment (TOE) Framework. It has been observed that both these technologies have been employed in various manufacturing domains such as lean manufacturing, inventory management and production planning. However, it has been observed that RFID technology carried technological superiority over Bar Code technology. The systems utilizing the former are highly reliable, exquisitely capable and perform excellent in case of automation. However, issues such as high capital costs and increased level of technical complexity are few dilemmas in case of adopting RFID based systems. In addition to that, the implementation of RFID systems is complemented by certain essential features of TOE framework, which can help to elevate competitiveness and efficiency of an organization regarding tracking and identification of assets and inventory.","Rafique, Muhammad Zeeshan and Haider, Mustafa and Raheem, Abdul and Ab Rahman, Mohd Nizam and Amjad, Muhammad Saad",Radio Frequency Identification (RFID); Barcode Technology; Technology-Organization-Environment (TOE) Framework,10.17576/jkukm-2022-34(1)-01,2022,10
article,Social Network Analysis in Software Development Projects: A Systematic Literature Review,"Software development in project teams has become more and more complex, with increasing demands for information and decision making. Software development in projects also hugely depends on effective interaction between people, and human factors have been identified as key to successful software projects. Especially in this context, managing and analyzing social networks is highly important. The instrument of social network analysis (SNA) provides finegrained methods for analyzing social networks in project teams, going beyond the traditional tools and techniques of project management. This paper examines the importance of the application of SNA in software development projects. We conducted a systematic literature review (SLR) of research on software development projects and social network data published between 1980 and 2019. We identified and analyzed 86 relevant studies, finding that research on software development projects spans the topics of project organization, communication management, knowledge management, version and configuration management, requirement management, and risk management. Further, we show that most studies focus on project organization and that the most common method used to gather social data relies on automated extraction from various software development repositories in the SNA context. Our paper contributes to the software development literature by providing a broad overview of published studies on the use of social networks in helping software development projects. Finally, we identify research opportunities and make suggestions for addressing existing research gaps.","Schreiber, Roland Robert and Zylka, Matthaeus Paul",Social networks; social networks analysis; software development; project management; systematic literature review,10.1142/S021819402050014X,2020,42
article,Convolutional Neural Networks in Spinal Magnetic Resonance Imaging: A Systematic Review,"OBJECTIVE: Convolutional neural networks (CNNs) are being increasingly used in the medical field, especially for image recognition in high-resolution, large-volume data sets. The study represents the current state of research on the application of CNNs in image segmentation and pathology detection in spine magnetic resonance imaging.METHODS: For this systematic literature review, the authors performed a systematic initial search of the PubMed/Medline and Web of Science (Core collection) databases for eligible investigations. The authors limited the search to observational studies. Outcome parameters were analyzed according to the inclusion criteria and assigned to 3 groups: 1) segmentation of anatomical structures, 2) segmentation and evaluation of pathologic structures, and 3) specific implementation of CNNs. RESULTS: Twenty-four retrospectively designed articles met the inclusion criteria. Publication dates ranged from 2017 to 2021. In total, 14,065 patients with 113,110 analyzed images were included. Most authors trained their network with a training-to-testing ratio of 80/20, while all but 2 articles used 5-to 10-fold cross-validation. Nine articles compared their performance results with other neural networks and algorithms, and all 24 articles described outcomes as positive.CONCLUSIONS: State-of-the-art CNNs can detect and segment-specific anatomical landmarks and pathologies across a wide range, comparable to the skills of radiologists and experienced clinicians. With rapidly evolving network architectures and growing medical image databases, the future is likely to show growth in the development and refinement of these capable networks. However, the aid of automated segmentation and classification by neural net-works cannot and should not be expected to replace clinical experts.","Baur, David and Kroboth, Katharina and Heyde, Christoph-Eckhard and Voelker, Anna",Artificial intelligence; \&nbsp; Convolutional neuronal network; Deep learning; Neural networks; Spine,10.1016/j.wneu.2022.07.041,2022,11
article,Systematic Review of Health Economic Evaluations Focused on Artificial Intelligence in Healthcare: The Tortoise and the Cheetah,"Objectives: This study aimed to systematically review recent health economic evaluations (HEEs) of artificial intelligence (AI) applications in healthcare. The aim was to discuss pertinent methods, reporting quality and challenges for future implementation of AI in healthcare, and additionally advise future HEEs.Methods: A systematic literature review was conducted in 2 databases (PubMed and Scopus) for articles published in the last 5 years. Two reviewers performed independent screening, full-text inclusion, data extraction, and appraisal. The Consolidated Health Economic Evaluation Reporting Standards and Philips checklist were used for the quality assessment of included studies.Results: A total of 884 unique studies were identified; 20 were included for full-text review, covering a wide range of medical specialties and care pathway phases. The most commonly evaluated type of AI was automated medical image analysis models (n = 9, 45\%). The prevailing health economic analysis was cost minimization (n = 8, 40\%) with the costs saved per case as preferred outcome measure. A total of 9 studies (45\%) reported model-based HEEs, 4 of which applied a time horizon .1 year. The evidence supporting the chosen analytical methods, assessment of uncertainty, and model structures was underreported. The reporting quality of the articles was moderate as on average studies reported on 66\% of Consolidated Health Economic Evaluation Reporting Standards items.Conclusions: HEEs of AI in healthcare are limited and often focus on costs rather than health impact. Surprisingly, model based long-term evaluations are just as uncommon as model-based short-term evaluations. Consequently, insight into the actual benefits offered by AI is lagging behind current technological developments.","Voets, Madelon M. and Veltman, Jeroen and Slump, Cornelis H. and Siesling, Sabine and Koffijberg, Hendrik",artificial intelligence; cost-effectiveness; health economic evaluation; impact; modeling; systematic review,10.1016/j.jval.2021.11.1362,2022,10
article,A systematic review of BIM usage for life cycle impact assessment,"Purpose This paper searches for integration methods proposed by different authors that assess the life cycle of a building using models of building information modeling (BIM) and it also compares and discusses them. Design/methodology/approach Systematic literature review (SLR) is selected as the main research method of the present paper, aiming to collect and critically analyze multiple research studies. This paper is not only limited to studies where the whole life cycle has been assessed but also includes other papers which only integrated BIM to analyze carbon footprint, embodied carbon dioxide (CO2) or energy consumption. Findings Taking into account the countries that have published articles about the subject, it is possible to deduce that it has been studied in all of the continents, except Africa. In comparison with other continents, Asia and Europe have developed more studies. Furthermore, 76\% of the 34 selected articles were published in journals and only 24\% in conferences proceedings, and the number of papers that relates life cycle assessment (LCA) methods using BIM has grown from 2013 to 2015, proving that the current theme is relevant. Several aspects of this literature review show the need to develop automated processes for LCA of buildings during the project's development phase. There is already a tendency to compare LCA results for buildings applied to BIM models, contributing to decision-making related to alternate projects, selection of materials, suppliers and components from an environmental perspective. Originality/value In the current global scenario, it is the notorious negative impact on the environment over the years caused by the architecture, engineering and construction industry (AEC). The integration of BIM-LCA can reduce time and improve the application of environmental analysis. Moreover, the proper application of a LCA method to evaluate the environmental impacts of the project can be hindered due to lack of information in the database about the materials or due to failures in the interoperability between BIM software and the LCA tool.","Crippa, Julianna and Araujo, Aline M. F. and Bem, Diogo and Ugaya, Cassia M. L. and Scheer, Sergio",BIM; Building materials; Environmental impact; Green building; Project impact assessment; Building life cycle; Sustainable buildings,10.1108/BEPAM-03-2019-0028,2020,16
article,Deep learning models and traditional automated techniques for brain tumor segmentation in MRI: a review,"Brain is an amazing organ that controls all activities of a human. Any abnormality in the shape of anatomical regions of the brain needs to be detected as early as possible to reduce the mortality rate. It is also beneficial for treatment planning and therapy. The most crucial task is to isolate abnormal areas from normal tissue regions. To identify abnormalities in the earlier stage, various medical imaging modalities were used by medical practitioners as part of the diagnosis. Magnetic Resonance Imaging (MRI) is a non-invasive diagnostic tool used for analyzing the internal structures owing to its capability to provide images with high resolution and better contrast for soft tissues. This survey focuses on studies done in brain MRI. Manual segmentation of abnormal tissues is a time-consuming task, and the performance depends on the expert's efficiency. Hence automating tumor segmentation plays a vital role in medical imaging applications. This study aims to provide a comprehensive survey on recent works developed in brain tumor segmentation. In this paper, a systematic literature review is presented to the reader to understand three policies, namely classical scheme, machine learning strategy, and deep learning methodology meant for tumor segmentation. Our primary goal is to include classical methods like atlas-based strategy and statistical-based models employed for segmenting tumors from brain MRI. Few studies that utilized machine learning approaches for the segmentation and classification of brain structures are also discussed. After that, the study provides an overview of deep learning-based segmentation models for quantitative analysis of brain MRI. Deep learning plays a vital role in the automatic segmentation of brain tissues. Presently deep learning technique outshines traditional statistical methods and machine learning approaches. An effort is made to enclose the literature on patch-based and semantic-based tissue segmentation presented by researchers working in the discipline of medical imaging. The manuscript discusses the basic convolutional neural network architecture, Data Sets, and the existing deep learning techniques for tissue segmentation coupled with classification. This paper also attempts to summarize the current works in Convolutional Neural networks and Autoencoders that assist researchers in seeking future directions. Finally, this article is concluded with possible developments and open challenges in brain tumor segmentation.","Jyothi, Parvathy and Singh, A. Robert",Deep learning; Machine learning; Tissue segmentation; Convolutional neural network; Patch-based segmentation; Semantic segmentation; Dice score coefficient,10.1007/s10462-022-10245-x,2023,47
article,"A study on application programming interface recommendation: state-of-the-art techniques, challenges and future directions","Purpose This study aims to identify the developer's objectives, current state-of-the-art techniques, challenges and performance evaluation metrics, and presents outlines of a knowledge-based application programming interfaces (API) recommendation system for the developers. Moreover, the current study intends to classify current state-of-the-art techniques supporting automated API recommendations. Design/methodology/approach In this study, the authors have performed a systematic literature review of studies, which have been published between the years 2004-2021 to achieve the targeted research objective. Subsequently, the authors performed the analysis of 35 primary studies. Findings The outcomes of this study are: (1) devising a thematic taxonomy based on the identified developers' challenges, where mashup-oriented APIs and time-consuming process are frequently encountered challenges by the developers; (2) categorizing current state-of-the-art API recommendation techniques (i.e. clustering techniques, data preprocessing techniques, similarity measurements techniques and ranking techniques); (3) designing a taxonomy based on the identified objectives, where accuracy is the most targeted objective in API recommendation context; (4) identifying a list of evaluation metrics employed to assess the performance of the proposed techniques; (5) performing a SWOT analysis on the selected studies; (6) based on the developer's challenges, objectives and SWOT analysis, presenting outlines of a recommendation system for the developers and (7) delineating several future research dimensions in API recommendations context. Research limitations/implications This study provides complete guidance to the new researcher in the context of API recommendations. Also, the researcher can target these objectives (accuracy, response time, method recommendation, compatibility, user requirement-based API, automatic service recommendation and API location) in the future. Moreover, the developers can overcome the identified challenges (including mashup-oriented API, Time-consuming process, learn how to use the API, integrated problem, API method usage location and limited usage of code) in the future by proposing a framework or recommendation system. Furthermore, the classification of current state-of-the-art API recommendation techniques also helps the researchers who wish to work in the future in the context of API recommendation. Practical implications This study not only facilitates the researcher but also facilitates the practitioners in several ways. The current study guides the developer in minimizing the development time in terms of selecting relevant APIs rather than following traditional manual selection. Moreover, this study facilitates integrating APIs in a project. Thus, the recommendation system saves the time for developers, and increases their productivity. Originality/value API recommendation remains an active area of research in web and mobile-based applications development. The authors believe that this study acts as a useful tool for the interested researchers and practitioners as it will contribute to the body of knowledge in API recommendations context.","Nawaz, Muhammad Sajid and Khan, Saif Ur Rehman and Hussain, Shahid and Iqbal, Javed",Application programming interface; Systematic review; API recommendation system; API developer challenges,10.1108/LHT-02-2022-0103,2023,31
